name,oxilean,lean4lean,class,oxilean_detail,lean4lean_detail
MonadEval.mk._flat_ctor,absent,verified,only-one-side,,
MonadEval.mk.noConfusion,verified,verified,agree,,
MonadEval.monadEval,verified,verified,agree,,
MonadEval.noConfusion,verified,verified,agree,,
MonadEval.noConfusionType,verified,verified,agree,,
MonadEval.recOn,verified,verified,agree,,
MonadEvalT,verified,verified,agree,,
MonadEvalT.casesOn,verified,verified,agree,,
MonadEvalT.ctorIdx,verified,verified,agree,,
MonadEvalT.mk._flat_ctor,absent,verified,only-one-side,,
MonadEvalT.mk.noConfusion,verified,verified,agree,,
MonadEvalT.monadEval,verified,verified,agree,,
MonadEvalT.noConfusion,verified,verified,agree,,
MonadEvalT.noConfusionType,verified,verified,agree,,
MonadEvalT.recOn,verified,verified,agree,,
MonadExcept,verified,verified,agree,,
MonadExcept.casesOn,verified,verified,agree,,
MonadExcept.ctorIdx,verified,verified,agree,,
MonadExcept.instOrElse,verified,verified,agree,,
MonadExcept.mk._flat_ctor,absent,verified,only-one-side,,
MonadExcept.mk.noConfusion,verified,verified,agree,,
MonadExcept.noConfusion,verified,verified,agree,,
MonadExcept.noConfusionType,verified,verified,agree,,
MonadExcept.ofExcept,verified,verified,agree,,
MonadExcept.ofExcept.match_1,verified,verified,agree,,
MonadExcept.orElse,verified,verified,agree,,
MonadExcept.recOn,verified,verified,agree,,
MonadExcept.throw,verified,verified,agree,,
MonadExcept.tryCatch,verified,verified,agree,,
MonadExceptOf,verified,verified,agree,,
MonadExceptOf.casesOn,verified,verified,agree,,
MonadExceptOf.ctorIdx,verified,verified,agree,,
MonadExceptOf.mk._flat_ctor,absent,verified,only-one-side,,
MonadExceptOf.mk.noConfusion,verified,verified,agree,,
MonadExceptOf.noConfusion,verified,verified,agree,,
MonadExceptOf.noConfusionType,verified,verified,agree,,
MonadExceptOf.recOn,verified,verified,agree,,
MonadExceptOf.throw,verified,verified,agree,,
MonadExceptOf.tryCatch,verified,verified,agree,,
MonadFunctor,verified,verified,agree,,
MonadFunctor.casesOn,verified,verified,agree,,
MonadFunctor.ctorIdx,verified,verified,agree,,
MonadFunctor.mk._flat_ctor,absent,verified,only-one-side,,
MonadFunctor.mk.noConfusion,verified,verified,agree,,
MonadFunctor.monadMap,verified,verified,agree,,
MonadFunctor.noConfusion,verified,verified,agree,,
MonadFunctor.noConfusionType,verified,verified,agree,,
MonadFunctor.recOn,verified,verified,agree,,
MonadFunctorT,verified,verified,agree,,
MonadFunctorT.casesOn,verified,verified,agree,,
MonadFunctorT.ctorIdx,verified,verified,agree,,
MonadFunctorT.mk._flat_ctor,absent,verified,only-one-side,,
MonadFunctorT.mk.noConfusion,verified,verified,agree,,
MonadFunctorT.monadMap,verified,verified,agree,,
MonadFunctorT.noConfusion,verified,verified,agree,,
MonadFunctorT.noConfusionType,verified,verified,agree,,
MonadFunctorT.recOn,verified,verified,agree,,
MonadLift,verified,verified,agree,,
MonadLift.casesOn,verified,verified,agree,,
MonadLift.ctorIdx,verified,verified,agree,,
MonadLift.mk._flat_ctor,absent,verified,only-one-side,,
MonadLift.mk.noConfusion,verified,verified,agree,,
MonadLift.monadLift,verified,verified,agree,,
MonadLift.noConfusion,verified,verified,agree,,
MonadLift.noConfusionType,verified,verified,agree,,
MonadLift.recOn,verified,verified,agree,,
MonadLiftT,verified,verified,agree,,
MonadLiftT.casesOn,verified,verified,agree,,
MonadLiftT.ctorIdx,verified,verified,agree,,
MonadLiftT.mk._flat_ctor,absent,verified,only-one-side,,
MonadLiftT.mk.noConfusion,verified,verified,agree,,
MonadLiftT.monadLift,verified,verified,agree,,
MonadLiftT.noConfusion,verified,verified,agree,,
MonadLiftT.noConfusionType,verified,verified,agree,,
MonadLiftT.recOn,verified,verified,agree,,
MonadReader,verified,verified,agree,,
MonadReader.casesOn,verified,verified,agree,,
MonadReader.ctorIdx,verified,verified,agree,,
MonadReader.mk._flat_ctor,absent,verified,only-one-side,,
MonadReader.mk.noConfusion,verified,verified,agree,,
MonadReader.noConfusion,verified,verified,agree,,
MonadReader.noConfusionType,verified,verified,agree,,
MonadReader.read,verified,verified,agree,,
MonadReader.recOn,verified,verified,agree,,
MonadReaderOf,verified,verified,agree,,
MonadReaderOf.casesOn,verified,verified,agree,,
MonadReaderOf.ctorIdx,verified,verified,agree,,
MonadReaderOf.mk._flat_ctor,absent,verified,only-one-side,,
MonadReaderOf.mk.noConfusion,verified,verified,agree,,
MonadReaderOf.noConfusion,verified,verified,agree,,
MonadReaderOf.noConfusionType,verified,verified,agree,,
MonadReaderOf.read,verified,verified,agree,,
MonadReaderOf.recOn,verified,verified,agree,,
MonadState,verified,verified,agree,,
MonadState.casesOn,verified,verified,agree,,
MonadState.ctorIdx,verified,verified,agree,,
MonadState.get,verified,verified,agree,,
MonadState.mk._flat_ctor,absent,verified,only-one-side,,
MonadState.mk.noConfusion,verified,verified,agree,,
MonadState.modifyGet,verified,verified,agree,,
MonadState.noConfusion,verified,verified,agree,,
MonadState.noConfusionType,verified,verified,agree,,
MonadState.recOn,verified,verified,agree,,
MonadState.set,verified,verified,agree,,
MonadStateOf,verified,verified,agree,,
MonadStateOf.casesOn,verified,verified,agree,,
MonadStateOf.ctorIdx,verified,verified,agree,,
MonadStateOf.get,verified,verified,agree,,
MonadStateOf.mk._flat_ctor,absent,verified,only-one-side,,
MonadStateOf.mk.noConfusion,verified,verified,agree,,
MonadStateOf.modifyGet,verified,verified,agree,,
MonadStateOf.noConfusion,verified,verified,agree,,
MonadStateOf.noConfusionType,verified,verified,agree,,
MonadStateOf.recOn,verified,verified,agree,,
MonadStateOf.set,verified,verified,agree,,
MonadWithReader,verified,verified,agree,,
MonadWithReader.casesOn,verified,verified,agree,,
MonadWithReader.ctorIdx,verified,verified,agree,,
MonadWithReader.mk._flat_ctor,absent,verified,only-one-side,,
MonadWithReader.mk.noConfusion,verified,verified,agree,,
MonadWithReader.noConfusion,verified,verified,agree,,
MonadWithReader.noConfusionType,verified,verified,agree,,
MonadWithReader.recOn,verified,verified,agree,,
MonadWithReader.withReader,verified,verified,agree,,
MonadWithReaderOf,verified,verified,agree,,
MonadWithReaderOf.casesOn,verified,verified,agree,,
MonadWithReaderOf.ctorIdx,verified,verified,agree,,
MonadWithReaderOf.mk._flat_ctor,absent,verified,only-one-side,,
MonadWithReaderOf.mk.noConfusion,verified,verified,agree,,
MonadWithReaderOf.noConfusion,verified,verified,agree,,
MonadWithReaderOf.noConfusionType,verified,verified,agree,,
MonadWithReaderOf.recOn,verified,verified,agree,,
MonadWithReaderOf.withReader,verified,verified,agree,,
Mul,verified,verified,agree,,
Mul.casesOn,verified,verified,agree,,
Mul.ctorIdx,verified,verified,agree,,
Mul.mk._flat_ctor,absent,verified,only-one-side,,
Mul.mk.noConfusion,verified,verified,agree,,
Mul.mul,verified,verified,agree,,
Mul.noConfusion,verified,verified,agree,,
Mul.noConfusionType,verified,verified,agree,,
Mul.recOn,verified,verified,agree,,
Nat,verified,verified,agree,,
Nat.add,verified,verified,agree,,
Nat.add._f,verified,absent,only-one-side,,
Nat.add._sunfold,absent,verified,only-one-side,,
Nat.add.match_1,verified,verified,agree,,
Nat.add_pos_right,verified,verified,agree,,
Nat.below,verified,verified,agree,,
Nat.beq,verified,verified,agree,,
Nat.beq._f,verified,absent,only-one-side,,
Nat.beq._sunfold,absent,verified,only-one-side,,
Nat.beq.match_1,verified,verified,agree,,
Nat.ble,verified,verified,agree,,
Nat.ble._f,verified,absent,only-one-side,,
Nat.ble._sunfold,absent,verified,only-one-side,,
Nat.ble.match_1,verified,verified,agree,,
Nat.ble_eq_true_of_le,verified,verified,agree,,
Nat.ble_self_eq_true,verified,verified,agree,,
Nat.ble_self_eq_true._f,verified,absent,only-one-side,,
Nat.ble_succ_eq_true,verified,verified,agree,,
Nat.ble_succ_eq_true._f,verified,absent,only-one-side,,
Nat.brecOn,verified,verified,agree,,
Nat.brecOn.eq,verified,verified,agree,,
Nat.brecOn.go,verified,verified,agree,,
Nat.casesOn,verified,verified,agree,,
Nat.ctorElim,verified,verified,agree,,
Nat.ctorElimType,verified,verified,agree,,
Nat.ctorIdx,verified,verified,agree,,
Nat.ctorIdx_succ,verified,verified,agree,,
Nat.ctorIdx_zero,verified,verified,agree,,
Nat.decEq,verified,verified,agree,,
Nat.decEq.match_1,verified,verified,agree,,
Nat.decLe,verified,verified,agree,,
Nat.decLt,verified,verified,agree,,
Nat.div,verified,verified,agree,,
Nat.div.go,verified,verified,agree,,
Nat.div.go._f,verified,absent,only-one-side,,
Nat.div.go._sunfold,absent,verified,only-one-side,,
Nat.div.go.match_1,verified,verified,agree,,
Nat.div_rec_fuel_lemma,verified,verified,agree,,
Nat.div_rec_lemma,verified,verified,agree,,
Nat.eq_of_beq_eq_true,verified,verified,agree,,
Nat.eq_of_beq_eq_true._f,verified,absent,only-one-side,,
Nat.eq_or_lt_of_le,verified,verified,agree,,
Nat.eq_or_lt_of_le._f,verified,absent,only-one-side,,
Nat.eq_or_lt_of_le.match_1,absent,verified,only-one-side,,
Nat.eq_or_lt_of_le.match_3,absent,verified,only-one-side,,
Nat.instDiv,verified,verified,agree,,
Nat.instMod,verified,verified,agree,,
Nat.isValidChar,verified,verified,agree,,
Nat.le,verified,verified,agree,,
Nat.le.below,verified,verified,agree,,
Nat.le.below.casesOn,verified,verified,agree,,
Nat.le.brecOn,verified,verified,agree,,
Nat.le.casesOn,verified,verified,agree,,
Nat.le.recOn,verified,verified,agree,,
Nat.le_antisymm,verified,verified,agree,,
Nat.le_of_ble_eq_true,verified,verified,agree,,
Nat.le_of_ble_eq_true._f,verified,absent,only-one-side,,
Nat.le_of_lt_succ,verified,verified,agree,,
Nat.le_of_succ_le_succ,verified,verified,agree,,
Nat.le_refl,verified,verified,agree,,
Nat.le_succ,verified,verified,agree,,
Nat.le_succ_of_le,verified,verified,agree,,
Nat.le_trans,verified,verified,agree,,
Nat.lt,verified,verified,agree,,
Nat.lt_add_one,verified,verified,agree,,
Nat.lt_irrefl,verified,verified,agree,,
Nat.lt_of_le_of_lt,verified,verified,agree,,
Nat.lt_of_le_of_ne,verified,verified,agree,,
Nat.lt_of_lt_of_le,verified,verified,agree,,
Nat.lt_of_not_le,verified,verified,agree,,
Nat.lt_or_ge,verified,verified,agree,,
Nat.lt_or_ge._f,verified,absent,only-one-side,,
Nat.lt_succ_of_le,verified,verified,agree,,
Nat.lt_succ_self,verified,verified,agree,,
Nat.lt_trans,verified,verified,agree,,
Nat.mod,verified,verified,agree,,
Nat.mod.match_1,verified,verified,agree,,
Nat.modCore,verified,verified,agree,,
Nat.modCore.go,verified,verified,agree,,
Nat.modCore.go._f,verified,absent,only-one-side,,
Nat.modCore.go._sunfold,absent,verified,only-one-side,,
Nat.modCoreGo_lt,verified,verified,agree,,
Nat.modCore_lt,verified,verified,agree,,
Nat.mod_lt,verified,verified,agree,,
Nat.mul,verified,verified,agree,,
Nat.mul._f,verified,absent,only-one-side,,
Nat.mul._sunfold,absent,verified,only-one-side,,
Nat.mul.match_1,verified,verified,agree,,
Nat.mul_pos,verified,verified,agree,,
Nat.ne_of_beq_eq_false,verified,verified,agree,,
Nat.ne_of_beq_eq_false._f,verified,absent,only-one-side,,
Nat.noConfusion,verified,verified,agree,,
Nat.noConfusionType,verified,verified,agree,,
Nat.not_le_of_not_ble_eq_true,verified,verified,agree,,
Nat.not_lt_zero,verified,verified,agree,,
Nat.not_succ_le_self,verified,verified,agree,,
Nat.not_succ_le_self._f,verified,absent,only-one-side,,
Nat.not_succ_le_zero,verified,verified,agree,,
Nat.pow,verified,verified,agree,,
Nat.pow._f,verified,absent,only-one-side,,
Nat.pow._sunfold,absent,verified,only-one-side,,
Nat.pow.match_1,verified,verified,agree,,
Nat.pow_pos,verified,verified,agree,,
Nat.pow_pos._f,verified,absent,only-one-side,,
Nat.pred,verified,verified,agree,,
Nat.pred_le,verified,verified,agree,,
Nat.pred_le_pred,verified,verified,agree,,
Nat.recOn,verified,verified,agree,,
Nat.sub,verified,verified,agree,,
Nat.sub._f,verified,absent,only-one-side,,
Nat.sub._sunfold,absent,verified,only-one-side,,
Nat.sub_le,verified,verified,agree,,
Nat.sub_lt,verified,verified,agree,,
Nat.succ.elim,verified,verified,agree,,
Nat.succ.noConfusion,verified,verified,agree,,
Nat.succ_le_succ,verified,verified,agree,,
Nat.succ_pos,verified,verified,agree,,
Nat.succ_sub_succ_eq_sub,verified,verified,agree,,
Nat.zero.elim,verified,verified,agree,,
Nat.zero_le,verified,verified,agree,,
Nat.zero_le._f,verified,absent,only-one-side,,
Nat.zero_lt_succ,verified,verified,agree,,
NatPow,verified,verified,agree,,
NatPow.casesOn,verified,verified,agree,,
NatPow.ctorIdx,verified,verified,agree,,
NatPow.mk._flat_ctor,absent,verified,only-one-side,,
NatPow.mk.noConfusion,verified,verified,agree,,
NatPow.noConfusion,verified,verified,agree,,
NatPow.noConfusionType,verified,verified,agree,,
NatPow.pow,verified,verified,agree,,
NatPow.recOn,verified,verified,agree,,
Neg,verified,verified,agree,,
Neg.casesOn,verified,verified,agree,,
Neg.ctorIdx,verified,verified,agree,,
Neg.mk._flat_ctor,absent,verified,only-one-side,,
Neg.mk.noConfusion,verified,verified,agree,,
Neg.neg,verified,verified,agree,,
Neg.noConfusion,verified,verified,agree,,
Neg.noConfusionType,verified,verified,agree,,
Neg.recOn,verified,verified,agree,,
Nonempty,verified,verified,agree,,
Nonempty.casesOn,verified,verified,agree,,
Nonempty.elim,verified,verified,agree,,
Nonempty.recOn,verified,verified,agree,,
NonemptyType,verified,verified,agree,,
NonemptyType.type,verified,verified,agree,,
Not,verified,verified,agree,,
OfNat,verified,verified,agree,,
OfNat.casesOn,verified,verified,agree,,
OfNat.ctorIdx,verified,verified,agree,,
OfNat.mk._flat_ctor,absent,verified,only-one-side,,
OfNat.mk.noConfusion,verified,verified,agree,,
OfNat.noConfusion,verified,verified,agree,,
OfNat.noConfusionType,verified,verified,agree,,
OfNat.ofNat,verified,verified,agree,,
OfNat.recOn,verified,verified,agree,,
One,verified,verified,agree,,
One.casesOn,verified,verified,agree,,
One.ctorIdx,verified,verified,agree,,
One.mk._flat_ctor,absent,verified,only-one-side,,
One.mk.noConfusion,verified,verified,agree,,
One.noConfusion,verified,verified,agree,,
One.noConfusionType,verified,verified,agree,,
One.one,verified,verified,agree,,
One.recOn,verified,verified,agree,,
Option,verified,verified,agree,,
Option.casesOn,verified,verified,agree,,
Option.ctorElim,verified,verified,agree,,
Option.ctorElimType,verified,verified,agree,,
Option.ctorIdx,verified,verified,agree,,
Option.getD,verified,verified,agree,,
Option.getD.match_1,verified,verified,agree,,
Option.map,verified,verified,agree,,
Option.noConfusion,verified,verified,agree,,
Option.noConfusionType,verified,verified,agree,,
Option.none.elim,verified,verified,agree,,
Option.recOn,verified,verified,agree,,
Option.some.elim,verified,verified,agree,,
Option.some.noConfusion,verified,verified,agree,,
Or,verified,verified,agree,,
Or.casesOn,verified,verified,agree,,
Or.elim,verified,verified,agree,,
Or.intro_left,verified,verified,agree,,
Or.intro_right,verified,verified,agree,,
Or.neg_resolve_left,verified,verified,agree,,
Or.neg_resolve_right,verified,verified,agree,,
Or.recOn,verified,verified,agree,,
Or.resolve_left,verified,verified,agree,,
Or.resolve_right,verified,verified,agree,,
OrElse,verified,verified,agree,,
OrElse.casesOn,verified,verified,agree,,
OrElse.ctorIdx,verified,verified,agree,,
OrElse.mk._flat_ctor,absent,verified,only-one-side,,
OrElse.mk.noConfusion,verified,verified,agree,,
OrElse.noConfusion,verified,verified,agree,,
OrElse.noConfusionType,verified,verified,agree,,
OrElse.orElse,verified,verified,agree,,
OrElse.recOn,verified,verified,agree,,
OrOp,verified,verified,agree,,
OrOp.casesOn,verified,verified,agree,,
OrOp.ctorIdx,verified,verified,agree,,
OrOp.mk._flat_ctor,absent,verified,only-one-side,,
OrOp.mk.noConfusion,verified,verified,agree,,
OrOp.noConfusion,verified,verified,agree,,
OrOp.noConfusionType,verified,verified,agree,,
OrOp.or,verified,verified,agree,,
OrOp.recOn,verified,verified,agree,,
PEmpty,verified,verified,agree,,
PEmpty.casesOn,verified,verified,agree,,
PEmpty.noConfusion,verified,absent,only-one-side,,
PEmpty.noConfusionType,verified,absent,only-one-side,,
PEmpty.recOn,verified,verified,agree,,
PLift,verified,verified,agree,,
PLift.casesOn,verified,verified,agree,,
PLift.down,verified,verified,agree,,
PLift.down_up,verified,verified,agree,,
PLift.noConfusion,verified,verified,agree,,
PLift.noConfusionType,verified,verified,agree,,
PLift.recOn,verified,verified,agree,,
PLift.up._flat_ctor,absent,verified,only-one-side,,
PLift.up.noConfusion,verified,verified,agree,,
PLift.up_down,verified,verified,agree,,
PProd,verified,verified,agree,,
PProd.casesOn,verified,verified,agree,,
PProd.fst,verified,verified,agree,,
PProd.mk._flat_ctor,absent,verified,only-one-side,,
PProd.mk.noConfusion,verified,verified,agree,,
PProd.noConfusion,verified,verified,agree,,
PProd.noConfusionType,verified,verified,agree,,
PProd.recOn,verified,verified,agree,,
PProd.snd,verified,verified,agree,,
PULift,verified,verified,agree,,
PULift.casesOn,verified,verified,agree,,
PULift.down,verified,verified,agree,,
PULift.down_up,verified,verified,agree,,
PULift.noConfusion,verified,verified,agree,,
PULift.noConfusionType,verified,verified,agree,,
PULift.recOn,verified,verified,agree,,
PULift.up._flat_ctor,absent,verified,only-one-side,,
PULift.up.noConfusion,verified,verified,agree,,
PULift.up_down,verified,verified,agree,,
PUnit,verified,verified,agree,,
PUnit.casesOn,verified,verified,agree,,
PUnit.recOn,verified,verified,agree,,
Pi.instInhabited,verified,verified,agree,,
Pi.instNonempty,verified,verified,agree,,
Pow,verified,verified,agree,,
Pow.casesOn,verified,verified,agree,,
Pow.ctorIdx,verified,verified,agree,,
Pow.mk._flat_ctor,absent,verified,only-one-side,,
Pow.mk.noConfusion,verified,verified,agree,,
Pow.noConfusion,verified,verified,agree,,
Pow.noConfusionType,verified,verified,agree,,
Pow.pow,verified,verified,agree,,
Pow.recOn,verified,verified,agree,,
Prod,verified,verified,agree,,
Prod.casesOn,verified,verified,agree,,
Prod.fst,verified,verified,agree,,
Prod.mk._flat_ctor,absent,verified,only-one-side,,
Prod.mk.noConfusion,verified,verified,agree,,
Prod.noConfusion,verified,verified,agree,,
Prod.noConfusionType,verified,verified,agree,,
Prod.recOn,verified,verified,agree,,
Prod.snd,verified,verified,agree,,
Pure,verified,verified,agree,,
Pure.casesOn,verified,verified,agree,,
Pure.ctorIdx,verified,verified,agree,,
Pure.mk._flat_ctor,absent,verified,only-one-side,,
Pure.mk.noConfusion,verified,verified,agree,,
Pure.noConfusion,verified,verified,agree,,
Pure.noConfusionType,verified,verified,agree,,
Pure.pure,verified,verified,agree,,
Pure.recOn,verified,verified,agree,,
Quot,verified,absent,only-one-side,,
Quot.ind,verified,absent,only-one-side,,
Quot.lift,verified,absent,only-one-side,,
Quot.mk,verified,absent,only-one-side,,
ReaderT,verified,verified,agree,,
ReaderT.adapt,verified,verified,agree,,
ReaderT.bind,verified,verified,agree,,
ReaderT.instApplicativeOfMonad,verified,verified,agree,,
ReaderT.instFunctorOfMonad,verified,verified,agree,,
ReaderT.instMonad,verified,verified,agree,,
ReaderT.instMonadExceptOf,verified,verified,agree,,
ReaderT.instMonadFunctor,verified,verified,agree,,
ReaderT.instMonadLift,verified,verified,agree,,
ReaderT.mk,verified,verified,agree,,
ReaderT.pure,verified,verified,agree,,
ReaderT.read,verified,verified,agree,,
ReaderT.run,verified,verified,agree,,
SMul,verified,verified,agree,,
SMul.casesOn,verified,verified,agree,,
SMul.ctorIdx,verified,verified,agree,,
SMul.mk._flat_ctor,absent,verified,only-one-side,,
SMul.mk.noConfusion,verified,verified,agree,,
SMul.noConfusion,verified,verified,agree,,
SMul.noConfusionType,verified,verified,agree,,
SMul.recOn,verified,verified,agree,,
SMul.smul,verified,verified,agree,,
Seq,verified,verified,agree,,
Seq.casesOn,verified,verified,agree,,
Seq.ctorIdx,verified,verified,agree,,
Seq.mk._flat_ctor,absent,verified,only-one-side,,
Seq.mk.noConfusion,verified,verified,agree,,
Seq.noConfusion,verified,verified,agree,,
Seq.noConfusionType,verified,verified,agree,,
Seq.recOn,verified,verified,agree,,
Seq.seq,verified,verified,agree,,
SeqLeft,verified,verified,agree,,
SeqLeft.casesOn,verified,verified,agree,,
SeqLeft.ctorIdx,verified,verified,agree,,
SeqLeft.mk._flat_ctor,absent,verified,only-one-side,,
SeqLeft.mk.noConfusion,verified,verified,agree,,
SeqLeft.noConfusion,verified,verified,agree,,
SeqLeft.noConfusionType,verified,verified,agree,,
SeqLeft.recOn,verified,verified,agree,,
SeqLeft.seqLeft,verified,verified,agree,,
SeqRight,verified,verified,agree,,
SeqRight.casesOn,verified,verified,agree,,
SeqRight.ctorIdx,verified,verified,agree,,
SeqRight.mk._flat_ctor,absent,verified,only-one-side,,
SeqRight.mk.noConfusion,verified,verified,agree,,
SeqRight.noConfusion,verified,verified,agree,,
SeqRight.noConfusionType,verified,verified,agree,,
SeqRight.recOn,verified,verified,agree,,
SeqRight.seqRight,verified,verified,agree,,
ShiftLeft,verified,verified,agree,,
ShiftLeft.casesOn,verified,verified,agree,,
ShiftLeft.ctorIdx,verified,verified,agree,,
ShiftLeft.mk._flat_ctor,absent,verified,only-one-side,,
ShiftLeft.mk.noConfusion,verified,verified,agree,,
ShiftLeft.noConfusion,verified,verified,agree,,
ShiftLeft.noConfusionType,verified,verified,agree,,
ShiftLeft.recOn,verified,verified,agree,,
ShiftLeft.shiftLeft,verified,verified,agree,,
ShiftRight,verified,verified,agree,,
ShiftRight.casesOn,verified,verified,agree,,
ShiftRight.ctorIdx,verified,verified,agree,,
ShiftRight.mk._flat_ctor,absent,verified,only-one-side,,
ShiftRight.mk.noConfusion,verified,verified,agree,,
ShiftRight.noConfusion,verified,verified,agree,,
ShiftRight.noConfusionType,verified,verified,agree,,
ShiftRight.recOn,verified,verified,agree,,
ShiftRight.shiftRight,verified,verified,agree,,
String,verified,verified,agree,,
String.Pos.Raw,verified,verified,agree,,
String.Pos.Raw.byteIdx,verified,verified,agree,,
String.Pos.Raw.byteIdx._default,absent,verified,only-one-side,,
String.Pos.Raw.casesOn,verified,verified,agree,,
String.Pos.Raw.ctorIdx,verified,verified,agree,,
String.Pos.Raw.mk._flat_ctor,absent,verified,only-one-side,,
String.Pos.Raw.mk.noConfusion,verified,verified,agree,,
String.Pos.Raw.noConfusion,verified,verified,agree,,
String.Pos.Raw.noConfusionType,verified,verified,agree,,
String.Pos.Raw.recOn,verified,verified,agree,,
String.casesOn,verified,verified,agree,,
String.ctorIdx,verified,verified,agree,,
String.decEq,verified,verified,agree,,
String.decEq._proof_1,verified,verified,agree,,
String.decEq._proof_2,verified,verified,agree,,
String.decEq.match_1,verified,verified,agree,,
String.decEq.match_3,verified,verified,agree,,
String.hash,verified,verified,agree,,
String.isValidUTF8,verified,verified,agree,,
String.noConfusion,verified,verified,agree,,
String.noConfusionType,verified,verified,agree,,
String.ofByteArray._flat_ctor,absent,verified,only-one-side,,
String.ofByteArray.noConfusion,verified,verified,agree,,
String.ofList,verified,verified,agree,,
String.ofList._proof_1,verified,verified,agree,,
String.rawEndPos,verified,verified,agree,,
String.recOn,verified,verified,agree,,
String.toByteArray,verified,verified,agree,,
String.toRawSubstring,verified,verified,agree,,
String.toRawSubstring',verified,verified,agree,,
String.utf8ByteSize,verified,verified,agree,,
String.utf8EncodeChar,verified,verified,agree,,
Sub,verified,verified,agree,,
Sub.casesOn,verified,verified,agree,,
Sub.ctorIdx,verified,verified,agree,,
Sub.mk._flat_ctor,absent,verified,only-one-side,,
Sub.mk.noConfusion,verified,verified,agree,,
Sub.noConfusion,verified,verified,agree,,
Sub.noConfusionType,verified,verified,agree,,
Sub.recOn,verified,verified,agree,,
Sub.sub,verified,verified,agree,,
Substring.Raw,verified,verified,agree,,
Substring.Raw.bsize,verified,verified,agree,,
Substring.Raw.bsize.match_1,verified,verified,agree,,
Substring.Raw.casesOn,verified,verified,agree,,
Substring.Raw.ctorIdx,verified,verified,agree,,
Substring.Raw.mk._flat_ctor,absent,verified,only-one-side,,
Substring.Raw.mk.noConfusion,verified,verified,agree,,
Substring.Raw.noConfusion,verified,verified,agree,,
Substring.Raw.noConfusionType,verified,verified,agree,,
Substring.Raw.recOn,verified,verified,agree,,
Substring.Raw.startPos,verified,verified,agree,,
Substring.Raw.stopPos,verified,verified,agree,,
Substring.Raw.str,verified,verified,agree,,
Subtype,verified,verified,agree,,
Subtype.casesOn,verified,verified,agree,,
Subtype.mk._flat_ctor,absent,verified,only-one-side,,
Subtype.mk.noConfusion,verified,verified,agree,,
Subtype.noConfusion,verified,verified,agree,,
Subtype.noConfusionType,verified,verified,agree,,
Subtype.property,verified,verified,agree,,
Subtype.recOn,verified,verified,agree,,
Subtype.val,verified,verified,agree,,
System.Platform.getNumBits,verified,verified,agree,,
System.Platform.numBits,verified,verified,agree,,
System.Platform.numBits_eq,verified,verified,agree,,
Trans,verified,verified,agree,,
Trans.casesOn,verified,verified,agree,,
Trans.ctorIdx,verified,verified,agree,,
Trans.mk._flat_ctor,absent,verified,only-one-side,,
Trans.mk.noConfusion,verified,verified,agree,,
Trans.noConfusion,verified,verified,agree,,
Trans.noConfusionType,verified,verified,agree,,
Trans.recOn,verified,verified,agree,,
Trans.trans,verified,verified,agree,,
True,verified,verified,agree,,
True.casesOn,verified,verified,agree,,
True.recOn,verified,verified,agree,,
UInt16,verified,verified,agree,,
UInt16.casesOn,verified,verified,agree,,
UInt16.ctorIdx,verified,verified,agree,,
UInt16.decEq,verified,verified,agree,,
UInt16.decEq._proof_1,verified,verified,agree,,
UInt16.decEq._proof_2,verified,verified,agree,,
UInt16.decEq.match_1,verified,verified,agree,,
UInt16.noConfusion,verified,verified,agree,,
UInt16.noConfusionType,verified,verified,agree,,
UInt16.ofBitVec._flat_ctor,absent,verified,only-one-side,,
UInt16.ofBitVec.noConfusion,verified,verified,agree,,
UInt16.ofNatLT,verified,verified,agree,,
UInt16.recOn,verified,verified,agree,,
UInt16.size,verified,verified,agree,,
UInt16.toBitVec,verified,verified,agree,,
UInt32,verified,verified,agree,,
UInt32.casesOn,verified,verified,agree,,
UInt32.ctorIdx,verified,verified,agree,,
UInt32.decEq,verified,verified,agree,,
UInt32.decEq._proof_1,verified,verified,agree,,
UInt32.decEq._proof_2,verified,verified,agree,,
UInt32.decEq.match_1,verified,verified,agree,,
UInt32.decLe,verified,verified,agree,,
UInt32.decLe._proof_1,absent,verified,only-one-side,,
UInt32.decLe._proof_2,absent,verified,only-one-side,,
UInt32.decLt,verified,verified,agree,,
UInt32.decLt._aux_1,absent,verified,only-one-side,,
UInt32.isValidChar,verified,verified,agree,,
UInt32.noConfusion,verified,verified,agree,,
UInt32.noConfusionType,verified,verified,agree,,
UInt32.ofBitVec._flat_ctor,absent,verified,only-one-side,,
UInt32.ofBitVec.noConfusion,verified,verified,agree,,
UInt32.ofNatLT,verified,verified,agree,,
UInt32.recOn,verified,verified,agree,,
UInt32.size,verified,verified,agree,,
UInt32.toBitVec,verified,verified,agree,,
UInt32.toNat,verified,verified,agree,,
UInt64,verified,verified,agree,,
UInt64.casesOn,verified,verified,agree,,
UInt64.ctorIdx,verified,verified,agree,,
UInt64.decEq,verified,verified,agree,,
UInt64.decEq._proof_1,verified,verified,agree,,
UInt64.decEq._proof_2,verified,verified,agree,,
UInt64.decEq.match_1,verified,verified,agree,,
UInt64.noConfusion,verified,verified,agree,,
UInt64.noConfusionType,verified,verified,agree,,
UInt64.ofBitVec._flat_ctor,absent,verified,only-one-side,,
UInt64.ofBitVec.noConfusion,verified,verified,agree,,
